# r2 direct single double poly
3.4746757102443482e+01 7.3485585870447137e-02 7.3487073200000003e-02 7.3487355832560317e-02 7.3485665023326874e-02
2.9333783605571966e+01 1.6550206849558763e-01 1.6550417200000000e-01 1.6550404249784501e-01 1.6550251841545105e-01
9.7812688526973005e+01 1.6680398666420303e-05 1.6693682500000001e-05 1.6693796084965653e-05 1.6714195226086304e-05
1.0785325489770462e+02 4.7216338489107660e-06 4.7265602900000004e-06 4.7265208422543890e-06 4.7360990720335394e-06
8.4682949870111372e+01 8.8429681918543974e-05 8.8438864600000002e-05 8.8438590194451507e-05 8.8305117969866842e-05
1.8030920382288947e+01 1.0574390073084279e+00 1.0574395700000001e+00 1.0574426861889825e+00 1.0574320554733276e+00
2.4996036528843447e+01 3.2648318334860937e-01 3.2648348799999999e-01 3.2648513624575271e-01 3.2648178935050964e-01
2.2591256828100622e+01 4.8297140302819280e-01 4.8296943300000000e-01 4.8297297846637066e-01 4.8297238349914551e-01
5.4393696421414589e+01 4.6766991858139435e-03 4.6770656500000002e-03 4.6770791198913544e-03 4.6767387539148331e-03
6.7980612610990107e+01 7.6776703228667099e-04 7.6797226200000005e-04 7.6798079994827909e-04 7.6776446076110005e-04
5.3825229441485966e+01 5.0505652114037269e-03 5.0506116799999999e-03 5.0506533208700445e-03 5.0505711697041988e-03
9.0530118675396878e+01 4.1955730178877276e-05 4.1982959400000002e-05 4.1983147159387684e-05 4.1911094740498811e-05
9.3551286725911865e+01 2.8593529343249262e-05 2.8607402800000002e-05 2.8607385825845386e-05 2.8592834496521391e-05
9.9417652789471845e+01 1.3623426168634333e-05 1.3630585300000000e-05 1.3630773363073940e-05 1.3661221601068974e-05
5.2060373700986567e+01 6.4177985974576942e-03 6.4182863599999999e-03 6.4183296107341390e-03 6.4177801832556725e-03
4.7031731933626531e+01 1.2795795015797489e-02 1.2796030400000000e-02 1.2796042328577282e-02 1.2795639224350452e-02
6.4566064415926874e+01 1.2030124211856814e-03 1.2032834300000001e-03 1.2032812547453898e-03 1.2029891368001699e-03
1.1852340104579473e+02 1.2474420794893373e-06 1.2494574500000001e-06 1.2494548077154749e-06 1.2363652786007151e-06
1.2465616909683939e+02 5.8278907245398744e-07 5.8453201699999997e-07 5.8453155361159683e-07 5.7815583431874984e-07
1.0060635253852639e+02 1.1728643912998512e-05 1.1743903099999999e-05 1.1743910156908856e-05 1.1766913303290494e-05
1.1704636511938854e+02 1.4989984712977613e-06 1.5024946800000000e-06 1.5024966382547734e-06 1.4882261893944815e-06
1.0240242677684651e+02 9.3562154933935083e-06 9.3692897299999992e-06 9.3692738708277287e-06 9.3917969934409484e-06
1.2456783179378455e+02 5.8920158822909917e-07 5.9099630799999999e-07 5.9099771566161331e-07 5.8442469708097633e-07
7.6186142584674371e+01 2.6377946111325561e-04 2.6385660699999999e-04 2.6385583758692675e-04 2.6392858126200736e-04
9.3186332795321107e+01 2.9947257957906890e-05 2.9974082300000000e-05 2.9974163382724252e-05 2.9942260880488902e-05
7.7314926192950892e+01 2.2796767354965155e-04 2.2796883400000000e-04 2.2796899451361558e-04 2.2804431500844657e-04
1.2804936193146978e+02 3.8294025226178662e-07 3.8310540199999999e-07 3.8310937926546660e-07 3.8357265452759748e-07
1.3521064436351344e+02 1.5821944750987040e-07 1.5865973100000000e-07 1.5866153160738630e-07 1.6126624302614800e-07
1.3072823018264526e+02 2.7502605960741738e-07 2.7547275700000001e-07 2.7547722818705815e-07 2.7859277906827629e-07
1.4279228904335878e+02 6.2266883567751332e-08 6.2547449899999994e-08 6.2547780199072232e-08 6.2889547791655787e-08
1.3710635253813430e+02 1.2527496356543620e-07 1.2532694899999999e-07 1.2532664186562436e-07 1.2534906090877485e-07
1.3310106987841917e+02 2.0521098879603667e-07 2.0601369500000001e-07 2.0601371657205655e-07 2.0953359580744291e-07
1.2426868274359288e+02 6.1144827054287968e-07 6.1296265100000004e-07 6.1296924214768858e-07 6.0619277064688504e-07
1.3452439607211031e+02 1.7218180645707532e-07 1.7283311100000000e-07 1.7283510954053177e-07 1.7586805256541993e-07
1.2340610703705637e+02 6.8043379743890597e-07 6.8227632299999999e-07 6.8227791725636358e-07 6.7385349211690482e-07
8.9507063510887249e+01 4.7785655545983786e-05 4.7817364199999999e-05 4.7818024803827424e-05 4.7723759053042158e-05
1.0655104647590579e+02 5.5582137253023130e-06 5.5620571399999996e-06 5.5620827846899819e-06 5.5784239521017298e-06
7.8584812102258269e+01 1.9351064179024981e-04 1.9360092100000000e-04 1.9360201155358385e-04 1.9351483206264675e-04
1.3486333602434743e+02 1.6513761638346414e-07 1.6581645900000000e-07 1.6581678079730664e-07 1.6853670103955665e-07
1.2700546480683681e+02 4.3571661141469672e-07 4.3688450500000002e-07 4.3689165935716703e-07 4.3482953060447471e-07
8.6260189865523870e+01 7.2284413979097978e-05 7.2334405600000000e-05 7.2334592361741610e-05 7.2172726504504681e-05
7.1314941201305629e+01 4.9651990881281792e-04 4.9668538800000004e-04 4.9668205200219316e-04 4.9671746091917157e-04
9.7921506590089891e+01 1.6452861453572424e-05 1.6470241500000000e-05 1.6470284815654517e-05 1.6486792446812615e-05
1.0896152664482985e+02 4.1101085102769082e-06 4.1158018600000000e-06 4.1158653910724012e-06 4.1198109101969749e-06
1.0527524768039353e+02 6.5224188471651654e-06 6.5322778900000002e-06 6.5323775468217583e-06 6.5481031015224289e-06
1.0079440594748495e+02 1.1454196820375994e-05 1.1466630899999999e-05 1.1466704229032888e-05 1.1492359590192791e-05
1.2658464711007034e+02 4.5900473640939871e-07 4.5904272399999999e-07 4.5904259687247015e-07 4.5745815668851719e-07
1.3294410272419984e+02 2.0922268020308673e-07 2.0995878500000000e-07 2.0996043038215359e-07 2.1356196100441593e-07
1.1592972276604722e+02 1.7225204137582421e-06 1.7262109400000000e-06 1.7262231032584191e-06 1.7126593547800439e-06
1.2978910333241285e+02 3.0885042373749805e-07 3.0963872199999998e-07 3.0964075251067753e-07 3.1159288482740521e-07
1.1331825054759965e+02 2.3850837875521367e-06 2.3894672300000001e-06 2.3894961675411354e-06 2.3798372694727732e-06
1.3512627273982545e+02 1.5987285040712917e-07 1.6039653900000000e-07 1.6039516194500343e-07 1.6300656113799050e-07
1.1547410325919361e+02 1.8230829048164205e-06 1.8260245699999999e-06 1.8260059760650236e-06 1.8137807273888029e-06
1.0051129241014334e+02 1.1869884952104909e-05 1.1884380000000000e-05 1.1884396386763719e-05 1.1908075975952670e-05
1.1861505363093224e+02 1.2333099559175164e-06 1.2346841900000000e-06 1.2346659271485742e-06 1.2222316172483261e-06
5.5011050514534396e+01 4.3025566153064793e-03 4.3030232200000004e-03 4.3030716058563472e-03 4.3025617487728596e-03
6.6923206953490322e+01 8.8205169559048334e-04 8.8215631000000000e-04 8.8216465775032735e-04 8.8204257190227509e-04
5.3895309802972712e+01 5.0028729063876761e-03 5.0033084099999998e-03 5.0033115096421452e-03 5.0028515979647636e-03
7.5079366140432313e+01 3.0442075480457379e-04 3.0454457699999999e-04 3.0454392140348910e-04 3.0463855364359915e-04
6.7614126290508338e+01 8.0557000116384520e-04 8.0576114099999998e-04 8.0577734344228723e-04 8.0555776366963983e-04
9.1807603993561628e+01 3.5671058493547514e-05 3.5703014900000003e-05 3.5703407802304688e-05 3.5646680771606043e-05
6.3284173759568766e+01 1.4250532238481576e-03 1.4250873400000000e-03 1.4251004068157418e-03 1.4250362291932106e-03
5.1244447147198471e+01 7.1725855780155898e-03 7.1729440199999996e-03 7.1730172817464155e-03 7.1725118905305862e-03
6.7171826371637124e+01 8.5371696467773442e-04 8.5393065800000000e-04 8.5394292102972276e-04 8.5370225133374333e-04
3.7994785398631151e+01 4.5797004611781711e-02 4.5797571500000002e-02 4.5797928208755639e-02 4.5797087252140045e-02
2.7674762608998112e+01 2.1384883275729724e-01 2.1384850100000000e-01 2.1385070681707422e-01 2.1384842693805695e-01
4.2905238700988285e+01 2.2758893702529932e-02 2.2759635000000000e-02 2.2759981259837629e-02 2.2758867591619492e-02
1.1876384992087395e+02 1.2107084941662817e-06 1.2107236700000000e-06 1.2107185697994933e-06 1.1996630746580195e-06
1.0434251607464802e+02 7.3323558588745633e-06 7.3429760099999998e-06 7.3430407348956310e-06 7.3617343332443852e-06
1.2873587168684330e+02 3.5178047473248801e-07 3.5299913699999999e-07 3.5300300065323327e-07 3.5332627135176153e-07
9.6771240794287635e+01 1.9024969375480768e-05 1.9028302600000001e-05 1.9028645733755856e-05 1.9053437426919118e-05
9.1490159056011379e+01 3.7138125210300552e-05 3.7148456600000001e-05 3.7148360499015416e-05 3.7108828109921888e-05
1.0181461483994175e+02 1.0074083562695565e-05 1.0081131200000000e-05 1.0081118393873727e-05 1.0110808034369256e-05
1.7304575759839921e+01 1.2057456140650016e+00 1.2057464099999999e+00 1.2057503155662375e+00 1.2057492733001709e+00
2.1242190098144349e+01 6.0515705745874626e-01 6.0516053400000003e-01 6.0516077494030973e-01 6.0515666007995605e-01
1.1001377463029241e+01 4.2542396967043201e+00 4.2542591099999996e+00 4.2542538426732994e+00 4.2542424201965332e+00
6.1689593140357708e+01 1.7604015700733277e-03 1.7606486800000000e-03 1.7606517064480346e-03 1.7603978049010038e-03
7.2041977646845439e+01 4.5165207241397237e-04 4.5170242100000000e-04 4.5170413122110932e-04 4.5191615936346352e-04
4.9446776481242466e+01 9.1730059753450301e-03 9.1729601800000001e-03 9.1730709801506258e-03 9.1728903353214264e-03
2.9269231434983890e+01 1.6714837581398440e-01 1.6714851600000000e-01 1.6714998735819966e-01 1.6714920103549957e-01
2.5059997170507092e+01 3.2315310945385139e-01 3.2315158799999999e-01 3.2315433294002766e-01 3.2315096259117126e-01
2.3323834163490975e+01 4.2809339723689421e-01 4.2809349299999999e-01 4.2809431378199436e-01 4.2809203267097473e-01
5.1308873906508502e+01 7.1098144634186670e-03 7.1103591500000004e-03 7.1104434660775803e-03 7.1097826585173607e-03
4.1046016394473824e+01 2.9599015237233673e-02 2.9599687100000001e-02 2.9599973456748294e-02 2.9599132016301155e-02
5.6049169646121271e+01 3.7408441355987598e-03 3.7413029900000001e-03 3.7413169272018285e-03 3.7408391945064068e-03
9.6334946799054336e+01 2.0103340830575104e-05 2.0124403800000001e-05 2.0124626185025746e-05 2.0129122276557609e-05
1.0654782132648911e+02 5.5604607915418369e-06 5.5643536099999997e-06 5.5643981286880555e-06 5.5806372074584942e-06
1.0209897224864034e+02 9.7201391748612550e-06 9.7274296399999993e-06 9.7275101766362413e-06 9.7563051895122044e-06
7.4824043146904941e+01 3.1466281088898758e-04 3.1467634800000003e-04 3.1468199715243065e-04 3.1489483080804348e-04
6.1924359496910306e+01 1.7063940116433945e-03 1.7064330200000000e-03 1.7064400276360272e-03 1.7063628183677793e-03
8.1076376640126625e+01 1.4041868379975549e-04 1.4044230899999999e-04 1.4044420525095630e-04 1.4032509352546185e-04
3.0881676227710109e+01 1.3075080469314040e-01 1.3075037300000000e-01 1.3075101174735354e-01 1.3075089454650879e-01
3.1086655454417013e+01 1.2676194095161919e-01 1.2676228600000000e-01 1.2676360866231565e-01 1.2676258385181427e-01
3.8413843308527383e+01 4.3114440402094639e-02 4.3114729200000000e-02 4.3114890080282929e-02 4.3114297091960907e-02
1.1445015231818925e+02 2.0711561460135264e-06 2.0751965599999999e-06 2.0751809909553853e-06 2.0634615793824196e-06
1.1500487606345084e+02 1.9328224024236712e-06 1.9352510200000001e-06 1.9352904997610856e-06 1.9241726931795711e-06
1.1274798947725127e+02 2.5609426956485476e-06 2.5640170000000002e-06 2.5640356580886868e-06 2.5571798687451519e-06
7.6297224903690505e+01 2.6001623628439218e-04 2.6002290500000001e-04 2.6002174171574794e-04 2.6015832554548979e-04
6.5160765120058926e+01 1.1122643960129197e-03 1.1124403700000000e-03 1.1124340965242496e-03 1.1122456053271890e-03
8.5656184436638696e+01 7.8082627007540115e-05 7.8136414199999994e-05 7.8136191309365727e-05 7.7965269156266004e-05
1.2024351277319465e+02 1.0073962050547253e-06 1.0090375300000000e-06 1.0090296646736057e-06 9.9710393897112226e-07
1.1581109323789558e+02 1.7481541654882005e-06 1.7521525700000000e-06 1.7521347344802820e-06 1.7384363673045300e-06
1.2111874628740830e+02 9.0366544281833370e-07 9.0469342199999996e-07 9.0468576952999554e-07 8.9415084403299261e-07
1.1145128186038501e+02 3.0109154329581992e-06 3.0164062500000001e-06 3.0164138514660663e-06 3.0111220894468715e-06
1.0888323817650931e+02 4.1505628417252363e-06 4.1552148099999998e-06 4.1551908558928524e-06 4.1605885598983150e-06
1.2791596321713060e+02 3.8930935331688659e-07 3.8961525200000000e-07 3.8961528889975807e-07 3.8975531424512155e-07
1.3934295692511421e+02 9.5136622203233094e-08 9.5527603600000006e-08 9.5528341617531540e-08 9.4629115210409509e-08
1.1283212041248294e+02 2.5342005588161661e-06 2.5361089199999999e-06 2.5361056317717732e-06 2.5302283575001638e-06
1.2632334752971016e+02 4.7409012771100995e-07 4.7507148799999998e-07 4.7507345160091609e-07 4.7212881781888427e-07
9.7142254161984710e+01 1.8153895666981219e-05 1.8173590400000001e-05 1.8173710889436768e-05 1.8184615328209475e-05
1.3640959711041722e+02 1.3649642100807871e-07 1.3709117800000000e-07 1.3709216262706230e-07 1.3786680597149825e-07
1.4311634284424574e+02 5.9837898215433840e-08 6.0155528600000005e-08 6.0155776793804531e-08 6.0496958553812874e-08
1.3141121193397166e+02 2.5278652185504959e-07 2.5362487600000002e-07 2.5362600794079684e-07 2.5678292558950488e-07
1.2140671489516639e+02 8.7193814046575540e-07 8.7287099899999998e-07 8.7287020352019983e-07 8.6273291799443541e-07
1.2741770741455852e+02 4.1405378245770271e-07 4.1539843200000000e-07 4.1540351092921161e-07 4.1378171999895130e-07
1.3750098122603237e+02 1.1933502205435297e-07 1.1969385100000000e-07 1.1969292736300064e-07 1.1856720760761164e-07
8.1429750965231889e+01 1.3418619124983474e-04 1.3426257600000001e-04 1.3426136066218747e-04 1.3408617815002799e-04
8.6347293451052991e+01 7.1484870511166049e-05 7.1535207100000003e-05 7.1534255354939284e-05 7.1374844992533326e-05
9.2586551127165308e+01 3.2313822518546261e-05 3.2343552400000002e-05 3.2343436422175415e-05 3.2300635211868212e-05
1.4080666608466765e+02 7.9468717639471720e-08 7.9699106000000005e-08 7.9699709698225004e-08 7.9642653361133853e-08
1.3978026106735729e+02 9.0155783519570417e-08 9.0582503299999993e-08 9.0582515363174295e-08 8.9891805998831842e-08
1.0303296579281044e+02 8.6432731735370662e-06 8.6508007400000008e-06 8.6508203412867336e-06 8.6771669884910807e-06
1.1577897503324317e+02 1.7551600665114685e-06 1.7591456799999999e-06 1.7591602116247262e-06 1.7454784710935201e-06
8.6761097272175732e+01 6.7806637704296332e-05 6.7839420800000001e-05 6.7840286341863876e-05 6.7701657826546580e-05
1.1031087699823875e+02 3.4719650717842864e-06 3.4783620300000001e-06 3.4783907461395526e-06 3.4762258565024240e-06
1.2642939924536060e+02 4.6790840312065173e-07 4.6855836900000002e-07 4.6856039559749631e-07 4.6612538540102832e-07
1.0407807187011706e+02 7.5798873143841697e-06 7.5893831300000001e-06 7.5895131319487889e-06 7.6102774073660839e-06
1.0221732989511153e+02 9.5765315650730623e-06 9.5874911500000004e-06 9.5875339497140500e-06 9.6125204436248168e-06
9.2380120031699192e+01 3.3171222094331009e-05 3.3196571199999997e-05 3.3196709478963303e-05 3.3155090932268649e-05
9.1885370207839415e+01 3.5320659733169517e-05 3.5350560200000000e-05 3.5350746326392274e-05 3.5297227441333234e-05
1.1686186145314862e+02 1.5338119729789702e-06 1.5373359500000001e-06 1.5373203469560080e-06 1.5231667020998430e-06
1.3842376323885634e+02 1.0652506690385857e-07 1.0687594500000000e-07 1.0687706192481578e-07 1.0537305428215404e-07
1.1371914717199536e+02 2.2687699023922039e-06 2.2729000199999999e-06 2.2728688837810044e-06 2.2625865767622599e-06
1.1617436811460712e+02 1.6708434416263206e-06 1.6729706000000000e-06 1.6729744100105274e-06 1.6607376664978801e-06
1.2787485560902743e+02 3.9129339054200640e-07 3.9173252699999998e-07 3.9173347550583826e-07 3.9167969134723535e-07
9.9020506854363262e+01 1.4322886917041347e-05 1.4338495000000000e-05 1.4338646135587372e-05 1.4359954548126552e-05
1.3323984626113059e+02 2.0172856941328110e-07 2.0253104099999999e-07 2.0253053990781801e-07 2.0603569339527894e-07
1.2727231639609549e+02 4.2156758122087665e-07 4.2296528599999998e-07 4.2296103099293940e-07 4.2108467823709361e-07
1.3936866348818074e+02 9.4836332304337194e-08 9.5235385799999999e-08 9.5236102711895967e-08 9.4343640455463174e-08
1.4105764628731234e+02 7.7054972307034688e-08 7.7390481600000001e-08 7.7390273968764848e-08 7.7310851054335217e-08
9.7525176179497095e+01 1.7296949742375079e-05 1.7305430400000001e-05 1.7305620726147025e-05 1.7329613910987973e-05
8.2304870696047431e+01 1.1992707483030778e-04 1.1993554700000001e-04 1.1993531467984521e-04 1.1981159332208335e-04
1.1135141450592391e+02 3.0487040661357360e-06 3.0545966200000000e-06 3.0545965642898282e-06 3.0492251426039729e-06
1.4280930824624386e+02 6.2136886664064996e-08 6.2421165099999998e-08 6.2421380123036951e-08 6.2761365882124664e-08
1.3708139906389960e+02 1.2566038754141145e-07 1.2574564300000000e-07 1.2574486009300863e-07 1.2578435359955620e-07
7.9305950697862102e+01 1.7633772096765294e-04 1.7640648000000000e-04 1.7640605570425503e-04 1.7630653746891767e-04
9.4162294322800136e+01 2.6463670007336112e-05 2.6487763500000001e-05 2.6487501333434892e-05 2.6470283046364784e-05
8.1253733643905505e+01 1.3725490431389640e-04 1.3730707000000000e-04 1.3730671919301028e-04 1.3715887325815856e-04
2.7485034149216609e+01 2.2026723840076740e-01 2.2026634200000000e-01 2.2026896989987976e-01 2.2026677429676056e-01
1.9521100023515917e+01 8.1279666705930820e-01 8.1279689099999997e-01 8.1280095997544843e-01 8.1279724836349487e-01
3.4500584978946172e+01 7.6196848344302931e-02 7.6197057999999998e-02 7.6197697350260982e-02 7.6197192072868347e-02
9.3448366030209883e+01 2.8968928138711450e-05 2.8991384200000001e-05 2.8991763905845014e-05 2.8967166144866496e-05
1.0824643170019816e+02 4.4948583913437297e-06 4.5024517000000002e-06 4.5025562479706846e-06 4.5075898924551439e-06
9.5188896825972478e+01 2.3238629397356777e-05 2.3240636400000001e-05 2.3240968884403681e-05 2.3255421183421277e-05
2.0273039756549011e+01 7.1373883736610977e-01 7.1373039500000002e-01 7.1374069726062894e-01 7.1374303102493286e-01
1.3578318635214053e+01 2.4598956652932356e+00 2.4599044299999999e+00 2.4598974601922525e+00 2.4598865509033203e+00
1.9786173128768738e+01 7.7624233459396286e-01 7.7624320999999996e-01 7.7624510526415624e-01 7.7624207735061646e-01
5.5357944851954301e+01 4.1058714105818373e-03 4.1060303299999996e-03 4.1060578279665970e-03 4.1059036739170551e-03
6.3922268956459995e+01 1.3097548856130065e-03 1.3099520000000001e-03 1.3099504619370019e-03 1.3097327901050448e-03
5.1079328831819439e+01 7.3360621756850949e-03 7.3366449199999996e-03 7.3367131864697007e-03 7.3360390961170197e-03
9.5563305165195402e+01 2.2163596745276397e-05 2.2186441099999999e-05 2.2186811864340543e-05 2.2183694454724900e-05
8.4523041386462097e+01 9.0257578362976882e-05 9.0306755699999999e-05 9.0306725601107870e-05 9.0133078629150987e-05
9.7306913015975496e+01 1.7780283647111796e-05 1.7799577100000000e-05 1.7799605986550090e-05 1.7811715224524960e-05
3.5448686738210526e+01 6.6294005247653498e-02 6.6294528500000005e-02 6.6294144143894590e-02 6.6293671727180481e-02
4.1936453062963835e+01 2.6091386030403101e-02 2.6092020800000001e-02 2.6092257277477736e-02 2.6091564446687698e-02
2.6415383373959333e+01 2.6051226165818114e-01 2.6051291799999998e-01 2.6051302317794300e-01 2.6051077246665955e-01
1.1030226442225353e+02 3.4757044590890780e-06 3.4821662200000002e-06 3.4821480677278445e-06 3.4800298180925893e-06
1.0572181332880275e+02 6.1671333607796139e-06 6.1683235800000003e-06 6.1684016328669180e-06 6.1909831856610253e-06
1.3102941042519771e+02 2.6498647471018409e-07 2.6526623700000000e-07 2.6526856424385027e-07 2.6876608671955182e-07
1.3904277863257053e+02 9.8714578600218557e-08 9.8941001200000006e-08 9.8941326805188517e-08 9.8017800098659791e-08
9.0692822504287761e+01 4.1097011201616244e-05 4.1100021899999998e-05 4.1100291540570110e-05 4.1054947359953076e-05
1.0763751596023701e+02 4.8509215070803519e-06 4.8518009000000002e-06 4.8517966161692044e-06 4.8663896450307220e-06
9.5492485713769128e+01 2.2363025601180202e-05 2.2384829199999999e-05 2.2384790270317991e-05 2.2382755560101941e-05
6.3464789864607447e+01 1.3914087679899384e-03 1.3916905700000000e-03 1.3917012587047737e-03 1.3913862640038133e-03
5.3188238554937584e+01 5.5059365546511517e-03 5.5064544999999998e-03 5.5064971246597304e-03 5.5059613659977913e-03
6.8843570338063529e+01 6.8569797218574844e-04 6.8587786500000001e-04 6.8587628530765291e-04 6.8570458097383380e-04
9.9363168127515848e+01 1.3717311534971081e-05 1.3720996300000000e-05 1.3721225730640651e-05 1.3754983228864148e-05
9.9908912784211012e+01 1.2805588661803463e-05 1.2819382400000000e-05 1.2819521826608053e-05 1.2843821423302870e-05
1.1453498246244246e+02 2.0493741286810560e-06 2.0537020200000000e-06 2.0537102517974916e-06 2.0415618564584292e-06
1.0110409183102924e+02 1.1016252711667657e-05 1.1019409600000001e-05 1.1019386020600429e-05 1.1054099559260067e-05
9.4599229014273220e+01 2.5039288054680130e-05 2.5056464400000001e-05 2.5056766652609542e-05 2.5050305339391343e-05
9.3055749889836306e+01 3.0447166808597857e-05 3.0465313099999998e-05 3.0465741914020759e-05 3.0440061891567893e-05
5.8652660177841383e+01 2.6382485405589437e-03 2.6386601400000000e-03 2.6386465382927421e-03 2.6382734067738056e-03
7.0674003796155176e+01 5.3980787446809668e-04 5.3980766099999996e-04 5.3981153111563548e-04 5.3989607840776443e-04
4.7777462768806494e+01 1.1542460144725920e-02 1.1542855800000000e-02 1.1542829203274020e-02 1.1542315594851971e-02
5.8818428761320455e+01 2.5804345150418611e-03 2.5806254699999999e-03 2.5806383779474903e-03 2.5804664473980665e-03
6.9115892749179665e+01 6.6169092818713581e-04 6.6185562200000005e-04 6.6186230359205865e-04 6.6170387435704470e-04
5.5461694193741273e+01 4.0488470117389973e-03 4.0492224499999998e-03 4.0492651153321525e-03 4.0488648228347301e-03
1.4217678119145864e+02 6.7156303181880417e-08 6.7193127499999998e-08 6.7193594151662912e-08 6.7685441251796874e-08
1.4238683978644048e+02 6.5445805931376872e-08 6.5555845200000005e-08 6.5556454121548183e-08 6.6010471755362232e-08
1.3612818605490571e+02 1.4130980262821949e-07 1.4187655499999999e-07 1.4187732742645199e-07 1.4314167628981522e-07
1.4195406093469552e+02 6.9018931631271744e-08 6.9209967499999997e-08 6.9209975496586007e-08 6.9504004329701274e-08
1.1981105701211102e+02 1.0629855148199605e-06 1.0644348499999999e-06 1.0644501714696551e-06 1.0523814353291527e-06
1.1960060663754305e+02 1.0911423006985080e-06 1.0936347500000001e-06 1.0936354191429513e-06 1.0804222938531893e-06
1.1237588059556482e+02 2.6826669207974803e-06 2.6880768499999998e-06 2.6880718666371186e-06 2.6799684746947605e-06
1.0476380045207900e+02 6.9547021520077561e-06 6.9561861000000004e-06 6.9562209966722874e-06 6.9824673119001091e-06
1.4303199624655517e+02 6.0460822485049663e-08 6.0777089999999998e-08 6.0777141467242509e-08 6.1110895899219031e-08
1.3947904481980495e+02 9.3557692163522335e-08 9.3985100600000006e-08 9.3985618957989852e-08 9.3130132938767929e-08
1.2573493783499364e+02 5.0990898025820513e-07 5.1140932600000004e-07 5.1140863512090185e-07 5.0700435849648784e-07
8.4580387540880764e+01 8.9597715661457046e-05 8.9635301299999996e-05 8.9635206329761468e-05 8.9472530817147344e-05
8.3014408936569652e+01 1.0949581399112482e-04 1.0954139000000000e-04 1.0954160815518879e-04 1.0937259503407404e-04
8.1383522696796533e+01 1.3498536881241904e-04 1.3505967200000001e-04 1.3505923968586478e-04 1.3488456897903234e-04
9.0306112274829658e+01 4.3167672303916533e-05 4.3203035599999998e-05 4.3203221008521996e-05 4.3118852772749960e-05
9.3968886103665653e+01 2.7119973911392913e-05 2.7145617399999999e-05 2.7145629783707703e-05 2.7124202460981905e-05
8.3362503297233772e+01 1.0471817147446353e-04 1.0475781899999999e-04 1.0475806702051754e-04 1.0459261829964817e-04
7.9390676272671868e+01 1.7442390553021626e-04 1.7445482099999999e-04 1.7445721742469325e-04 1.7438850773032755e-04
7.9815580319309674e+01 1.6513785261610810e-04 1.6521250700000001e-04 1.6521369666231062e-04 1.6508625412825495e-04
8.7963491783959697e+01 5.8166091471087796e-05 5.8172427099999998e-05 5.8172182814337973e-05 5.8078680012840778e-05
5.0786982968474582e+01 7.6349136121591906e-03 7.6351980699999999e-03 7.6352779987543858e-03 7.6348348520696163e-03
6.1864708276350555e+01 1.7199549958129921e-03 1.7201663000000001e-03 1.7201707944577932e-03 1.7199444118887186e-03
4.0625015269780484e+01 3.1423778138724372e-02 3.1424850200000000e-02 3.1424862397819407e-02 3.1423639506101608e-02
1.1671445146904379e+02 1.5622094857852438e-06 1.5652323100000000e-06 1.5652387779269431e-06 1.5516526445935597e-06
1.1916145759253439e+02 1.1523346182651893e-06 1.1548802400000001e-06 1.1548831419012160e-06 1.1414110758778406e-06
1.0219031554213734e+02 9.6091198327359827e-06 9.6193798499999993e-06 9.6194717010596418e-06 9.6452022262383252e-06
1.1042290384484538e+02 3.4236924811432744e-06 3.4293934700000000e-06 3.4294176427657199e-06 3.4275221878488082e-06
9.8681871892655082e+01 1.4947795866129336e-05 1.4961448900000000e-05 1.4961509568346263e-05 1.4984289009589702e-05
9.9408133774687656e+01 1.3639782112774543e-05 1.3646357700000001e-05 1.3646458402835692e-05 1.3677565220859833e-05
7.3580923486375696e+01 3.6973925707365078e-04 3.6987723400000000e-04 3.6987565376603890e-04 3.7002289900556207e-04
6.4007274126181557e+01 1.2951272598026944e-03 1.2951369900000001e-03 1.2951518784451610e-03 1.2950964737683535e-03
6.5453717275532313e+01 1.0701474762910852e-03 1.0701352700000001e-03 1.0701507311539171e-03 1.0701356222853065e-03
7.6804326030616977e+01 2.4351441677505532e-04 2.4351832699999999e-04 2.4351823774896455e-04 2.4362416297663003e-04
7.4601997154966753e+01 3.2385308054684153e-04 3.2397976599999998e-04 3.2397852465627529e-04 3.2409609411843121e-04
6.3357682210130697e+01 1.4112617551379648e-03 1.4114336800000000e-03 1.4114297885265425e-03 1.4112403150647879e-03
4.4893992179240911e+01 1.7222791281319271e-02 1.7223417800000002e-02 1.7223639650461409e-02 1.7222756519913673e-02
3.4301029921157266e+01 7.8471339899911174e-02 7.8471325300000005e-02 7.8472005484291243e-02 7.8471489250659943e-02
4.7325675411873689e+01 1.2285879553688600e-02 1.2286753399999999e-02 1.2286630111857868e-02 1.2285741977393627e-02
6.1180792711588538e+01 1.8834932699485886e-03 1.8837812799999999e-03 1.8837716426339354e-03 1.8834789516404271e-03
5.5312489940982530e+01 4.1311125358320299e-03 4.1315350700000001e-03 4.1315002402795798e-03 4.1311071254312992e-03
5.1767450174518316e+01 6.6789536267236682e-03 6.6795321199999997e-03 6.6795595270096710e-03 6.6788964904844761e-03
1.1002606660275023e+02 3.5977953312067249e-06 3.6032567999999999e-06 3.6033043556964649e-06 3.6031674426340032e-06
1.1041615354996392e+02 3.4265819936487689e-06 3.4323479699999999e-06 3.4323684383739714e-06 3.4304425753362011e-06
9.2232318169623014e+01 3.3799160932245963e-05 3.3809497800000000e-05 3.3809917488313162e-05 3.3780524972826242e-05
1.3592847644360262e+02 1.4482874689207364e-07 1.4528537000000001e-07 1.4528506791997667e-07 1.4695710603973566e-07
